file,endpoint,url,threads,conns,duration,total_requests,req_sec,transfer,lat_avg,lat_stdev,lat_max,lat_p50,lat_p75,lat_p90,lat_p99,socket_connect,socket_read,socket_write,socket_timeout,error
bench_results/20251212_174828/__status_t2_c100.txt,/_/status,http://127.0.0.1:8080/_/status,2,100,15s,3504,232.74,2191523.84,0.42295,0.04114,0.5255,0.42432,0.42868,0.43710000000000004,0.50907,,,,,
bench_results/20251212_174828/__status_t2_c200.txt,/_/status,http://127.0.0.1:8080/_/status,2,200,15s,3410,226.43,2128609.28,0.85788,0.06149,1.26,0.85682,0.86246,0.86764,1.12,,,,,
bench_results/20251212_174828/__status_t2_c50.txt,/_/status,http://127.0.0.1:8080/_/status,2,50,15s,3523,233.93,2202009.6,0.03829,0.00261,0.0599,0.03755,0.03872,0.0409,0.04858,,,,,
bench_results/20251212_174828/__status_t4_c100.txt,/_/status,http://127.0.0.1:8080/_/status,4,100,15s,3464,230.0,2170552.32,0.42835,0.02477,0.63539,0.42479,0.43001999999999996,0.44567,0.49148000000000003,,,,,
bench_results/20251212_174828/__status_t4_c200.txt,/_/status,http://127.0.0.1:8080/_/status,4,200,15s,3444,228.77,2160066.56,0.84799,0.0598,1.25,0.84678,0.84989,0.8555,1.11,,,,,
bench_results/20251212_174828/__status_t4_c50.txt,/_/status,http://127.0.0.1:8080/_/status,4,50,15s,3101,205.95,1939865.6,0.24193,0.1105,1.05,0.207,0.24399,0.26033,0.9040900000000001,,,,,
bench_results/20251212_174828/__status_t8_c100.txt,/_/status,http://127.0.0.1:8080/_/status,8,100,15s,3470,230.43,2170552.32,0.41070999999999996,0.02222,0.5992999999999999,0.4087,0.41118,0.41681,0.45838,,,,,
bench_results/20251212_174828/__status_t8_c200.txt,/_/status,http://127.0.0.1:8080/_/status,8,200,15s,3440,228.32,2149580.8,0.8505,0.06148,1.24,0.84629,0.85639,0.88316,1.1,,,,,
bench_results/20251212_174828/__status_t8_c50.txt,/_/status,http://127.0.0.1:8080/_/status,8,50,15s,3322,220.59,2076180.48,0.22765000000000002,0.11104,1.05,0.20319,0.20546999999999999,0.2211,0.90165,,,,,
bench_results/20251212_174828/_api_v1_common_send_test_t2_c100.txt,/api/v1/common/send-test,http://127.0.0.1:8080/api/v1/common/send-test,2,100,15s,147398,9799.59,1226833.92,0.00135,0.00082721,0.0077800000000000005,0.00114,0.00196,0.00259,0.00333,0,213,623943,0,
bench_results/20251212_174828/_api_v1_common_send_test_t2_c200.txt,/api/v1/common/send/test,,2,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t2_c50.txt,/api/v1/common/send-test,http://127.0.0.1:8080/api/v1/common/send-test,2,50,15s,29886,1989.84,248729.6,0.0225,0.10403,0.80237,0.000787,0.00128,0.00189,0.6497200000000001,0,114,779526,0,
bench_results/20251212_174828/_api_v1_common_send_test_t4_c100.txt,/api/v1/common/send/test,,4,100,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t4_c200.txt,/api/v1/common/send/test,,4,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t4_c50.txt,/api/v1/common/send/test,,4,50,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t8_c100.txt,/api/v1/common/send/test,,8,100,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t8_c200.txt,/api/v1/common/send/test,,8,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_api_v1_common_send_test_t8_c50.txt,/api/v1/common/send/test,,8,50,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t2_c100.txt,/media/test1m/bin,,2,100,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t2_c200.txt,/media/test1m/bin,,2,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t2_c50.txt,/media/test1m/bin,,2,50,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t4_c100.txt,/media/test1m/bin,,4,100,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t4_c200.txt,/media/test1m/bin,,4,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t4_c50.txt,/media/test1m/bin,,4,50,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t8_c100.txt,/media/test1m/bin,,8,100,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t8_c200.txt,/media/test1m/bin,,8,200,,,,,,,,,,,,,,,,connection_error
bench_results/20251212_174828/_media_test1m_bin_t8_c50.txt,/media/test1m/bin,,8,50,,,,,,,,,,,,,,,,connection_error
